date_time,OPERATIONAL_DEMAND_POE10,OPERATIONAL_DEMAND_POE50,OPERATIONAL_DEMAND_POE90
2022-08-02 02:00:00,8152.0,8027,7901.0
2022-08-02 02:30:00,7878.0,7757,7636.0
2022-08-02 03:00:00,7650.0,7533,7415.0
2022-08-02 03:30:00,7475.0,7360,7245.0
2022-08-02 04:00:00,7374.0,7261,7148.0
2022-08-02 04:30:00,7409.0,7296,7182.0
2022-08-02 05:00:00,7575.0,7459,7343.0
2022-08-02 05:30:00,7942.0,7820,7698.0
2022-08-02 06:00:00,8386.0,8257,8129.0
2022-08-02 06:30:00,9255.0,9113,8971.0
2022-08-02 07:00:00,10129.0,9973,9818.0
2022-08-02 07:30:00,10754.0,10589,10424.0
2022-08-02 08:00:00,10864.0,10697,10530.0
2022-08-02 08:30:00,10520.0,10359,10197.0
2022-08-02 09:00:00,9831.0,9680,9529.0
2022-08-02 09:30:00,9250.0,9108,8966.0
2022-08-02 10:00:00,8643.0,8510,8377.0
2022-08-02 10:30:00,8132.0,8007,7882.0
2022-08-02 11:00:00,7711.0,7592,7474.0
2022-08-02 11:30:00,7347.0,7234,7121.0
2022-08-02 12:00:00,7045.0,6936,6828.0
2022-08-02 12:30:00,6952.0,6845,6738.0
2022-08-02 13:00:00,6833.0,6728,6623.0
2022-08-02 13:30:00,6846.0,6741,6636.0
2022-08-02 14:00:00,6853.0,6748,6643.0
2022-08-02 14:30:00,6966.0,6859,6752.0
2022-08-02 15:00:00,7236.0,7124,7013.0
2022-08-02 15:30:00,7544.0,7428,7312.0
2022-08-02 16:00:00,8007.0,7884,7761.0
2022-08-02 16:30:00,8563.0,8431,8300.0
2022-08-02 17:00:00,9179.0,9038,8897.0
2022-08-02 17:30:00,10062.0,9907,9752.0
2022-08-02 18:00:00,11066.0,10896,10726.0
2022-08-02 18:30:00,11364.0,11190,11015.0
2022-08-02 19:00:00,11332.0,11158,10984.0
2022-08-02 19:30:00,11205.0,11033,10861.0
2022-08-02 20:00:00,11024.0,10854,10685.0
2022-08-02 20:30:00,10831.0,10665,10499.0
2022-08-02 21:00:00,10562.0,10400,10237.0
2022-08-02 21:30:00,10207.0,10051,9894.0
2022-08-02 22:00:00,9829.0,9679,9528.0
2022-08-02 22:30:00,9577.0,9430,9283.0
2022-08-02 23:00:00,9192.0,9051,8909.0
2022-08-02 23:30:00,8987.0,8849,8711.0
2022-08-03 00:00:00,8859.0,8701,8542.0
2022-08-03 00:30:00,8585.0,8467,8348.0
2022-08-03 01:00:00,8426.0,8310,8194.0
2022-08-03 01:30:00,8206.0,8093,7980.0
2022-08-03 02:00:00,7979.0,7869,7760.0
2022-08-03 02:30:00,7712.0,7606,7500.0
2022-08-03 03:00:00,7454.0,7351,7248.0
2022-08-03 03:30:00,7321.0,7220,7119.0
2022-08-03 04:00:00,7232.0,7132,7033.0
2022-08-03 04:30:00,7260.0,7160,7060.0
2022-08-03 05:00:00,7317.0,7217,7116.0
2022-08-03 05:30:00,7632.0,7527,7422.0
2022-08-03 06:00:00,8009.0,7899,7789.0
2022-08-03 06:30:00,8748.0,8627,8507.0
2022-08-03 07:00:00,9433.0,9304,9174.0
2022-08-03 07:30:00,9877.0,9741,9605.0
2022-08-03 08:00:00,10224.0,10083,9942.0
2022-08-03 08:30:00,10057.0,9919,9780.0
2022-08-03 09:00:00,10158.0,10018,9878.0
2022-08-03 09:30:00,9983.0,9846,9709.0
2022-08-03 10:00:00,9694.0,9561,9427.0
2022-08-03 10:30:00,9523.0,9392,9261.0
2022-08-03 11:00:00,9120.0,8995,8869.0
2022-08-03 11:30:00,8300.0,8186,8072.0
2022-08-03 12:00:00,7597.0,7492,7387.0
2022-08-03 12:30:00,7130.0,7032,6934.0
2022-08-03 13:00:00,7077.0,6980,6882.0
2022-08-03 13:30:00,6884.0,6789,6695.0
2022-08-03 14:00:00,6949.0,6853,6757.0
2022-08-03 14:30:00,6989.0,6893,6797.0
2022-08-03 15:00:00,7203.0,7103,7004.0
2022-08-03 15:30:00,7480.0,7377,7274.0
2022-08-03 16:00:00,7900.0,7791,7683.0
2022-08-03 16:30:00,8259.0,8145,8031.0
2022-08-03 17:00:00,8701.0,8582,8462.0
2022-08-03 17:30:00,9310.0,9182,9054.0
2022-08-03 18:00:00,9977.0,9840,9702.0
2022-08-03 18:30:00,10240.0,10099,9958.0
2022-08-03 19:00:00,10111.0,9971,9832.0
2022-08-03 19:30:00,9854.0,9719,9583.0
2022-08-03 20:00:00,9669.0,9536,9402.0
2022-08-03 20:30:00,9600.0,9467,9335.0
2022-08-03 21:00:00,9354.0,9225,9096.0
2022-08-03 21:30:00,9099.0,8974,8849.0
2022-08-03 22:00:00,8830.0,8709,8587.0
2022-08-03 22:30:00,8742.0,8621,8501.0
2022-08-03 23:00:00,8514.0,8397,8279.0
2022-08-03 23:30:00,8376.0,8261,8145.0
2022-08-04 00:00:00,8294.0,8166,8037.0
2022-08-04 00:30:00,8072.0,7961,7850.0
2022-08-04 01:00:00,7931.0,7822,7713.0
2022-08-04 01:30:00,7750.0,7644,7537.0
2022-08-04 02:00:00,7532.0,7428,7325.0
2022-08-04 02:30:00,7267.0,7167,7067.0
2022-08-04 03:00:00,7007.0,6910,6814.0
2022-08-04 03:30:00,6850.0,6755,6661.0
2022-08-04 04:00:00,6768.0,6675,6582.0
2022-08-04 04:30:00,6778.0,6685,6592.0
2022-08-04 05:00:00,6890.0,6795,6700.0
2022-08-04 05:30:00,7162.0,7063,6965.0
2022-08-04 06:00:00,7428.0,7326,7224.0
2022-08-04 06:30:00,8023.0,7912,7802.0
2022-08-04 07:00:00,8552.0,8434,8317.0
2022-08-04 07:30:00,8875.0,8753,8630.0
2022-08-04 08:00:00,9081.0,8956,8831.0
2022-08-04 08:30:00,9139.0,9013,8887.0
2022-08-04 09:00:00,9155.0,9029,8903.0
2022-08-04 09:30:00,9154.0,9028,8902.0
2022-08-04 10:00:00,9157.0,9031,8905.0
2022-08-04 10:30:00,9157.0,9031,8905.0
2022-08-04 11:00:00,8965.0,8841,8718.0
2022-08-04 11:30:00,9018.0,8894,8769.0
2022-08-04 12:00:00,8923.0,8801,8678.0
2022-08-04 12:30:00,8796.0,8675,8554.0
2022-08-04 13:00:00,8867.0,8745,8623.0
2022-08-04 13:30:00,8747.0,8626,8506.0
2022-08-04 14:00:00,8879.0,8757,8635.0
2022-08-04 14:30:00,8699.0,8579,8459.0
2022-08-04 15:00:00,8797.0,8676,8554.0
2022-08-04 15:30:00,8855.0,8733,8611.0
2022-08-04 16:00:00,8970.0,8847,8723.0
2022-08-04 16:30:00,9204.0,9077,8950.0
2022-08-04 17:00:00,9377.0,9248,9119.0
2022-08-04 17:30:00,9870.0,9734,9598.0
2022-08-04 18:00:00,10321.0,10179,10037.0
2022-08-04 18:30:00,10465.0,10321,10177.0
2022-08-04 19:00:00,10248.0,10107,9966.0
2022-08-04 19:30:00,10025.0,9887,9749.0
2022-08-04 20:00:00,9772.0,9637,9503.0
2022-08-04 20:30:00,9598.0,9466,9333.0
2022-08-04 21:00:00,9341.0,9213,9084.0
2022-08-04 21:30:00,9105.0,8980,8854.0
2022-08-04 22:00:00,8828.0,8706,8585.0
2022-08-04 22:30:00,8718.0,8598,8478.0
2022-08-04 23:00:00,8480.0,8363,8246.0
2022-08-04 23:30:00,8367.0,8252,8137.0
2022-08-05 00:00:00,8275.0,8147,8019.0
2022-08-05 00:30:00,8112.0,8000,7888.0
2022-08-05 01:00:00,7953.0,7844,7734.0
2022-08-05 01:30:00,7759.0,7653,7546.0
2022-08-05 02:00:00,7531.0,7427,7324.0
2022-08-05 02:30:00,7234.0,7134,7035.0
2022-08-05 03:00:00,6971.0,6875,6779.0
2022-08-05 03:30:00,6823.0,6729,6635.0
2022-08-05 04:00:00,6759.0,6666,6573.0
2022-08-05 04:30:00,6738.0,6645,6553.0
2022-08-05 05:00:00,6856.0,6761,6667.0
2022-08-05 05:30:00,7117.0,7019,6921.0
2022-08-05 06:00:00,7415.0,7313,7211.0
2022-08-05 06:30:00,8027.0,7917,7806.0
2022-08-05 07:00:00,8481.0,8365,8248.0
2022-08-05 07:30:00,8908.0,8786,8663.0
2022-08-05 08:00:00,9159.0,9033,8907.0
2022-08-05 08:30:00,9055.0,8930,8805.0
2022-08-05 09:00:00,9024.0,8900,8775.0
2022-08-05 09:30:00,8854.0,8732,8610.0
2022-08-05 10:00:00,8480.0,8364,8247.0
2022-08-05 10:30:00,8335.0,8220,8105.0
2022-08-05 11:00:00,8165.0,8052,7940.0
2022-08-05 11:30:00,8058.0,7947,7836.0
2022-08-05 12:00:00,7718.0,7612,7506.0
2022-08-05 12:30:00,7262.0,7162,7062.0
2022-08-05 13:00:00,7055.0,6958,6861.0
2022-08-05 13:30:00,7153.0,7055,6957.0
2022-08-05 14:00:00,7045.0,6948,6851.0
2022-08-05 14:30:00,7063.0,6965,6868.0
2022-08-05 15:00:00,7212.0,7113,7014.0
2022-08-05 15:30:00,7455.0,7352,7249.0
2022-08-05 16:00:00,7722.0,7615,7509.0
2022-08-05 16:30:00,8135.0,8023,7911.0
2022-08-05 17:00:00,8561.0,8443,8325.0
2022-08-05 17:30:00,9056.0,8931,8806.0
2022-08-05 18:00:00,9516.0,9385,9254.0
2022-08-05 18:30:00,9680.0,9546,9413.0
2022-08-05 19:00:00,9608.0,9476,9344.0
2022-08-05 19:30:00,9387.0,9258,9129.0
2022-08-05 20:00:00,9162.0,9036,8910.0
2022-08-05 20:30:00,9134.0,9008,8883.0
2022-08-05 21:00:00,8962.0,8838,8715.0
2022-08-05 21:30:00,8776.0,8655,8534.0
2022-08-05 22:00:00,8652.0,8533,8414.0
2022-08-05 22:30:00,8621.0,8503,8384.0
2022-08-05 23:00:00,8450.0,8334,8218.0
2022-08-05 23:30:00,8340.0,8226,8111.0
2022-08-06 00:00:00,8261.0,8134,8006.0
2022-08-06 00:30:00,8100.0,7969,7838.0
2022-08-06 01:00:00,7916.0,7788,7660.0
2022-08-06 01:30:00,7705.0,7581,7456.0
2022-08-06 02:00:00,7444.0,7324,7204.0
2022-08-06 02:30:00,7164.0,7049,6933.0
2022-08-06 03:00:00,6904.0,6792,6680.0
2022-08-06 03:30:00,6734.0,6625,6516.0
2022-08-06 04:00:00,6632.0,6525,6418.0
2022-08-06 04:30:00,6610.0,6503,6396.0
2022-08-06 05:00:00,6626.0,6519,6412.0
2022-08-06 05:30:00,6782.0,6672,6563.0
2022-08-06 06:00:00,6940.0,6827,6715.0
2022-08-06 06:30:00,7235.0,7118,7001.0
2022-08-06 07:00:00,7515.0,7393,7271.0
2022-08-06 07:30:00,7820.0,7694,7567.0
2022-08-06 08:00:00,7992.0,7862,7733.0
2022-08-06 08:30:00,7941.0,7813,7684.0
2022-08-06 09:00:00,7685.0,7560,7436.0
2022-08-06 09:30:00,7461.0,7340,7220.0
2022-08-06 10:00:00,7163.0,7048,6932.0
2022-08-06 10:30:00,6845.0,6734,6623.0
2022-08-06 11:00:00,6580.0,6474,6368.0
2022-08-06 11:30:00,6351.0,6248,6146.0
2022-08-06 12:00:00,6162.0,6062,5963.0
2022-08-06 12:30:00,6221.0,6121,6020.0
2022-08-06 13:00:00,6198.0,6098,5997.0
2022-08-06 13:30:00,6342.0,6239,6136.0
2022-08-06 14:00:00,6370.0,6267,6164.0
2022-08-06 14:30:00,6629.0,6522,6415.0
2022-08-06 15:00:00,6684.0,6576,6468.0
2022-08-06 15:30:00,6839.0,6728,6618.0
2022-08-06 16:00:00,7246.0,7128,7011.0
2022-08-06 16:30:00,7714.0,7589,7465.0
2022-08-06 17:00:00,8296.0,8161,8027.0
2022-08-06 17:30:00,8811.0,8668,8526.0
2022-08-06 18:00:00,9444.0,9292,9139.0
2022-08-06 18:30:00,9687.0,9531,9374.0
2022-08-06 19:00:00,9562.0,9408,9253.0
2022-08-06 19:30:00,9378.0,9226,9074.0
2022-08-06 20:00:00,9259.0,9109,8960.0
2022-08-06 20:30:00,9140.0,8992,8844.0
2022-08-06 21:00:00,9008.0,8863,8717.0
2022-08-06 21:30:00,8889.0,8745,8602.0
2022-08-06 22:00:00,8765.0,8623,8481.0
2022-08-06 22:30:00,8650.0,8510,8370.0
2022-08-06 23:00:00,8464.0,8327,8190.0
2022-08-06 23:30:00,8358.0,8223,8088.0
2022-08-07 00:00:00,8182.0,8032,7882.0
2022-08-07 00:30:00,7975.0,7843,7712.0
2022-08-07 01:00:00,7801.0,7672,7544.0
2022-08-07 01:30:00,7605.0,7480,7354.0
2022-08-07 02:00:00,7376.0,7255,7133.0
2022-08-07 02:30:00,7140.0,7022,6905.0
2022-08-07 03:00:00,6895.0,6781,6667.0
2022-08-07 03:30:00,6774.0,6662,6551.0
2022-08-07 04:00:00,6693.0,6582,6472.0
2022-08-07 04:30:00,6682.0,6572,6462.0
2022-08-07 05:00:00,6710.0,6599,6488.0
2022-08-07 05:30:00,6808.0,6696,6584.0
2022-08-07 06:00:00,6969.0,6854,6739.0
2022-08-07 06:30:00,7213.0,7094,6975.0
2022-08-07 07:00:00,7511.0,7387,7264.0
2022-08-07 07:30:00,7730.0,7603,7475.0
2022-08-07 08:00:00,7903.0,7772,7642.0
2022-08-07 08:30:00,8052.0,7920,7787.0
2022-08-07 09:00:00,7906.0,7775,7645.0
2022-08-07 09:30:00,7677.0,7551,7424.0
2022-08-07 10:00:00,7320.0,7200,7079.0
2022-08-07 10:30:00,7102.0,6985,6868.0
2022-08-07 11:00:00,6661.0,6551,6441.0
2022-08-07 11:30:00,6415.0,6309,6204.0
2022-08-07 12:00:00,6485.0,6378,6271.0
2022-08-07 12:30:00,6551.0,6443,6335.0
2022-08-07 13:00:00,6587.0,6478,6370.0
2022-08-07 13:30:00,6513.0,6406,6298.0
2022-08-07 14:00:00,6754.0,6642,6531.0
2022-08-07 14:30:00,6892.0,6778,6665.0
2022-08-07 15:00:00,7056.0,6940,6824.0
2022-08-07 15:30:00,7219.0,7100,6981.0
2022-08-07 16:00:00,7595.0,7470,7345.0
2022-08-07 16:30:00,7986.0,7854,7723.0
2022-08-07 17:00:00,8599.0,8458,8316.0
2022-08-07 17:30:00,9307.0,9154,9000.0
2022-08-07 18:00:00,10113.0,9946,9780.0
2022-08-07 18:30:00,10442.0,10270,10098.0
2022-08-07 19:00:00,10365.0,10194,10023.0
2022-08-07 19:30:00,10250.0,10081,9912.0
2022-08-07 20:00:00,10102.0,9936,9769.0
2022-08-07 20:30:00,9983.0,9819,9654.0
2022-08-07 21:00:00,9801.0,9639,9478.0
2022-08-07 21:30:00,9522.0,9365,9209.0
2022-08-07 22:00:00,9156.0,9005,8854.0
2022-08-07 22:30:00,8933.0,8786,8639.0
2022-08-07 23:00:00,8637.0,8494,8352.0
2022-08-07 23:30:00,8415.0,8276,8138.0
2022-08-08 00:00:00,8267.0,8107,7948.0
2022-08-08 00:30:00,8032.0,7909,7786.0
2022-08-08 01:00:00,7917.0,7795,7674.0
2022-08-08 01:30:00,7773.0,7654,7535.0
2022-08-08 02:00:00,7569.0,7452,7336.0
2022-08-08 02:30:00,7311.0,7199,7086.0
2022-08-08 03:00:00,7115.0,7006,6896.0
2022-08-08 03:30:00,7054.0,6945,6837.0
2022-08-08 04:00:00,6999.0,6891,6784.0
2022-08-08 04:30:00,7071.0,6962,6854.0
2022-08-08 05:00:00,7219.0,7109,6998.0
2022-08-08 05:30:00,7610.0,7493,7376.0
2022-08-08 06:00:00,8044.0,7921,7797.0
2022-08-08 06:30:00,8850.0,8714,8578.0
2022-08-08 07:00:00,9557.0,9410,9264.0
2022-08-08 07:30:00,10053.0,9899,9744.0
2022-08-08 08:00:00,10296.0,10138,9980.0
2022-08-08 08:30:00,9924.0,9772,9619.0
2022-08-08 09:00:00,9364.0,9221,9077.0
2022-08-08 09:30:00,8851.0,8715,8579.0
2022-08-08 10:00:00,8470.0,8340,8210.0
2022-08-08 10:30:00,8023.0,7900,7777.0
2022-08-08 11:00:00,7647.0,7529,7412.0
2022-08-08 11:30:00,7376.0,7263,7149.0
2022-08-08 12:00:00,7170.0,7060,6950.0
2022-08-08 12:30:00,7351.0,7238,7125.0
2022-08-08 13:00:00,7242.0,7131,7020.0
2022-08-08 13:30:00,7176.0,7065,6955.0
2022-08-08 14:00:00,7353.0,7240,7127.0
2022-08-08 14:30:00,7618.0,7501,7384.0
2022-08-08 15:00:00,7774.0,7654,7535.0
2022-08-08 15:30:00,8059.0,7936,7812.0
2022-08-08 16:00:00,8371.0,8243,8114.0
2022-08-08 16:30:00,8828.0,8692,8557.0
2022-08-08 17:00:00,9526.0,9380,9234.0
2022-08-08 17:30:00,10297.0,10139,9981.0
2022-08-08 18:00:00,11210.0,11038,10866.0
2022-08-08 18:30:00,11492.0,11316,11139.0
2022-08-08 19:00:00,11430.0,11255,11079.0
2022-08-08 19:30:00,11215.0,11043,10871.0
2022-08-08 20:00:00,10975.0,10806,10637.0
2022-08-08 20:30:00,10779.0,10613,10448.0
2022-08-08 21:00:00,10526.0,10364,10203.0
2022-08-08 21:30:00,10170.0,10014,9858.0
2022-08-08 22:00:00,9824.0,9673,9522.0
2022-08-08 22:30:00,9565.0,9418,9271.0
2022-08-08 23:00:00,9230.0,9088,8946.0
2022-08-08 23:30:00,8994.0,8856,8718.0
2022-08-09 00:00:00,8869.0,8711,8552.0
2022-08-09 00:30:00,8697.0,8563,8430.0
2022-08-09 01:00:00,8525.0,8394,8263.0
2022-08-09 01:30:00,8359.0,8231,8103.0
2022-08-09 02:00:00,8123.0,7999,7874.0
2022-08-09 02:30:00,7833.0,7713,7592.0
2022-08-09 03:00:00,7649.0,7531,7414.0
2022-08-09 03:30:00,7470.0,7355,7240.0
2022-08-09 04:00:00,7397.0,7283,7170.0
2022-08-09 04:30:00,7448.0,7334,7219.0
2022-08-09 05:00:00,7599.0,7482,7365.0
2022-08-09 05:30:00,7998.0,7875,7752.0
2022-08-09 06:00:00,8444.0,8314,8184.0
2022-08-09 06:30:00,9189.0,9048,8906.0
2022-08-09 07:00:00,9987.0,9833,9680.0
2022-08-09 07:30:00,10414.0,10254,10094.0
2022-08-09 08:00:00,10764.0,10598,10433.0
2022-08-09 08:30:00,10357.0,10198,10039.0
2022-08-09 09:00:00,10071.0,9916,9762.0
2022-08-09 09:30:00,9616.0,9469,9321.0
2022-08-09 10:00:00,9282.0,9139,8997.0
2022-08-09 10:30:00,8809.0,8673,8538.0
2022-08-09 11:00:00,8635.0,8503,8370.0
2022-08-09 11:30:00,8444.0,8315,8185.0
2022-08-09 12:00:00,8283.0,8156,8029.0
2022-08-09 12:30:00,8151.0,8026,7901.0
2022-08-09 13:00:00,8043.0,7919,7796.0
2022-08-09 13:30:00,7879.0,7758,7637.0
2022-08-09 14:00:00,7786.0,7667,7547.0
2022-08-09 14:30:00,7790.0,7671,7551.0
2022-08-09 15:00:00,8114.0,7990,7865.0
2022-08-09 15:30:00,8358.0,8229,8101.0
2022-08-09 16:00:00,8814.0,8679,8543.0
2022-08-09 16:30:00,9360.0,9216,9072.0
2022-08-09 17:00:00,9895.0,9743,9591.0
2022-08-09 17:30:00,10706.0,10541,10377.0
2022-08-09 18:00:00,11450.0,11274,11098.0
2022-08-09 18:30:00,11867.0,11685,11502.0
2022-08-09 19:00:00,11748.0,11568,11387.0
2022-08-09 19:30:00,11515.0,11338,11161.0
2022-08-09 20:00:00,11318.0,11145,10971.0
2022-08-09 20:30:00,11104.0,10933,10762.0
2022-08-09 21:00:00,10810.0,10644,10478.0
2022-08-09 21:30:00,10391.0,10232,10072.0
2022-08-09 22:00:00,10035.0,9881,9727.0
2022-08-09 22:30:00,9760.0,9610,9460.0
2022-08-09 23:00:00,9407.0,9262,9118.0
2022-08-09 23:30:00,9195.0,9054,8913.0
2022-08-10 00:00:00,9043.0,8881,8720.0
2022-08-10 00:30:00,8750.0,8615,8481.0
2022-08-10 01:00:00,8568.0,8437,8305.0
2022-08-10 01:30:00,8362.0,8233,8105.0
2022-08-10 02:00:00,8197.0,8071,7945.0
2022-08-10 02:30:00,7885.0,7764,7643.0
2022-08-10 03:00:00,7653.0,7535,7418.0
2022-08-10 03:30:00,7459.0,7344,7230.0
2022-08-10 04:00:00,7368.0,7255,7141.0
2022-08-10 04:30:00,7417.0,7303,7189.0
2022-08-10 05:00:00,7498.0,7383,7268.0
2022-08-10 05:30:00,7895.0,7774,7653.0
2022-08-10 06:00:00,8315.0,8187,8060.0
2022-08-10 06:30:00,9083.0,8944,8804.0
2022-08-10 07:00:00,9829.0,9678,9527.0
2022-08-10 07:30:00,10361.0,10202,10043.0
2022-08-10 08:00:00,10421.0,10261,10101.0
2022-08-10 08:30:00,10138.0,9982,9827.0
2022-08-10 09:00:00,9501.0,9355,9209.0
2022-08-10 09:30:00,8997.0,8859,8721.0
2022-08-10 10:00:00,8459.0,8329,8199.0
2022-08-10 10:30:00,8041.0,7917,7794.0
2022-08-10 11:00:00,7641.0,7524,7406.0
2022-08-10 11:30:00,7559.0,7443,7327.0
2022-08-10 12:00:00,7483.0,7368,7253.0
2022-08-10 12:30:00,7614.0,7497,7380.0
2022-08-10 13:00:00,7486.0,7371,7256.0
2022-08-10 13:30:00,7417.0,7303,7189.0
2022-08-10 14:00:00,7649.0,7531,7414.0
2022-08-10 14:30:00,7833.0,7713,7592.0
2022-08-10 15:00:00,7880.0,7759,7638.0
2022-08-10 15:30:00,8109.0,7985,7860.0
2022-08-10 16:00:00,8418.0,8289,8159.0
2022-08-10 16:30:00,8946.0,8808,8671.0
2022-08-10 17:00:00,9508.0,9362,9215.0
2022-08-10 17:30:00,10271.0,10113,9955.0
2022-08-10 18:00:00,11104.0,10933,10763.0
2022-08-10 18:30:00,11414.0,11239,11063.0
2022-08-10 19:00:00,11401.0,11226,11051.0
2022-08-10 19:30:00,11238.0,11065,10893.0
2022-08-10 20:00:00,11069.0,10899,10729.0
2022-08-10 20:30:00,10805.0,10639,10474.0
2022-08-10 21:00:00,10503.0,10342,10181.0
2022-08-10 21:30:00,10222.0,10065,9908.0
2022-08-10 22:00:00,9802.0,9651,9501.0
2022-08-10 22:30:00,9596.0,9449,9301.0
2022-08-10 23:00:00,9261.0,9118,8976.0
2022-08-10 23:30:00,9053.0,8914,8775.0
2022-08-11 00:00:00,8919.0,8760,8600.0
2022-08-11 00:30:00,8693.0,8559,8426.0
2022-08-11 01:00:00,8528.0,8397,8266.0
2022-08-11 01:30:00,8334.0,8206,8078.0
2022-08-11 02:00:00,8065.0,7941,7817.0
2022-08-11 02:30:00,7769.0,7650,7531.0
2022-08-11 03:00:00,7493.0,7378,7262.0
2022-08-11 03:30:00,7325.0,7212,7100.0
2022-08-11 04:00:00,7252.0,7141,7029.0
2022-08-11 04:30:00,7338.0,7225,7112.0
2022-08-11 05:00:00,7394.0,7280,7167.0
2022-08-11 05:30:00,7771.0,7652,7532.0
2022-08-11 06:00:00,8158.0,8032,7907.0
2022-08-11 06:30:00,8877.0,8741,8605.0
2022-08-11 07:00:00,9606.0,9458,9310.0
2022-08-11 07:30:00,10031.0,9877,9723.0
2022-08-11 08:00:00,10213.0,10056,9900.0
2022-08-11 08:30:00,10313.0,10155,9996.0
2022-08-11 09:00:00,10042.0,9888,9734.0
2022-08-11 09:30:00,9930.0,9777,9624.0
2022-08-11 10:00:00,9724.0,9575,9425.0
2022-08-11 10:30:00,9642.0,9494,9345.0
2022-08-11 11:00:00,9494.0,9348,9202.0
2022-08-11 11:30:00,9372.0,9228,9084.0
2022-08-11 12:00:00,9291.0,9149,9006.0
2022-08-11 12:30:00,9154.0,9013,8872.0
2022-08-11 13:00:00,9025.0,8886,8748.0
2022-08-11 13:30:00,8993.0,8855,8717.0
2022-08-11 14:00:00,9022.0,8883,8745.0
2022-08-11 14:30:00,9054.0,8915,8776.0
2022-08-11 15:00:00,9105.0,8965,8825.0
2022-08-11 15:30:00,9188.0,9047,8905.0
2022-08-11 16:00:00,9389.0,9245,9101.0
2022-08-11 16:30:00,9875.0,9723,9572.0
2022-08-11 17:00:00,10392.0,10232,10072.0
2022-08-11 17:30:00,10914.0,10746,10579.0
2022-08-11 18:00:00,11485.0,11309,11132.0
2022-08-11 18:30:00,11658.0,11479,11300.0
2022-08-11 19:00:00,11527.0,11350,11173.0
2022-08-11 19:30:00,11233.0,11060,10888.0
2022-08-11 20:00:00,11052.0,10882,10713.0
2022-08-11 20:30:00,10769.0,10603,10438.0
2022-08-11 21:00:00,10473.0,10313,10152.0
2022-08-11 21:30:00,10211.0,10054,9897.0
2022-08-11 22:00:00,9794.0,9643,9493.0
2022-08-11 22:30:00,9570.0,9423,9276.0
2022-08-11 23:00:00,9199.0,9058,8917.0
2022-08-11 23:30:00,8919.0,8782,8645.0
2022-08-12 00:00:00,8807.0,8650,8492.0
2022-08-12 00:30:00,8544.0,8426,8309.0
2022-08-12 01:00:00,8384.0,8268,8153.0
2022-08-12 01:30:00,8136.0,8024,7912.0
2022-08-12 02:00:00,7954.0,7845,7735.0
2022-08-12 02:30:00,7658.0,7553,7447.0
2022-08-12 03:00:00,7401.0,7299,7198.0
2022-08-12 03:30:00,7245.0,7145,7045.0
2022-08-12 04:00:00,7116.0,7018,6920.0
2022-08-12 04:30:00,7117.0,7019,6921.0
2022-08-12 05:00:00,7232.0,7133,7033.0
2022-08-12 05:30:00,7514.0,7410,7307.0
2022-08-12 06:00:00,7928.0,7819,7710.0
2022-08-12 06:30:00,8554.0,8436,8318.0
2022-08-12 07:00:00,9024.0,8900,8776.0
2022-08-12 07:30:00,9496.0,9365,9234.0
2022-08-12 08:00:00,9906.0,9770,9633.0
2022-08-12 08:30:00,9930.0,9793,9657.0
2022-08-12 09:00:00,9858.0,9723,9587.0
2022-08-12 09:30:00,9750.0,9616,9482.0
2022-08-12 10:00:00,9681.0,9548,9415.0
2022-08-12 10:30:00,9669.0,9536,9403.0
2022-08-12 11:00:00,9650.0,9517,9384.0
2022-08-12 11:30:00,9453.0,9323,9193.0
2022-08-12 12:00:00,9346.0,9217,9088.0
2022-08-12 12:30:00,9111.0,8985,8860.0
2022-08-12 13:00:00,9040.0,8915,8791.0
2022-08-12 13:30:00,8732.0,8612,8492.0
2022-08-12 14:00:00,9034.0,8909,8785.0
2022-08-12 14:30:00,9064.0,8939,8814.0
2022-08-12 15:00:00,9234.0,9106,8979.0
2022-08-12 15:30:00,9414.0,9284,9154.0
2022-08-12 16:00:00,9483.0,9352,9222.0
2022-08-12 16:30:00,9779.0,9644,9510.0
2022-08-12 17:00:00,10219.0,10078,9938.0
2022-08-12 17:30:00,10597.0,10451,10305.0
2022-08-12 18:00:00,11057.0,10904,10752.0
2022-08-12 18:30:00,11122.0,10969,10816.0
2022-08-12 19:00:00,10951.0,10800,10650.0
2022-08-12 19:30:00,10658.0,10511,10365.0
2022-08-12 20:00:00,10439.0,10295,10151.0
2022-08-12 20:30:00,10251.0,10109,9968.0
2022-08-12 21:00:00,10051.0,9913,9775.0
2022-08-12 21:30:00,9751.0,9617,9482.0
2022-08-12 22:00:00,9534.0,9403,9272.0
2022-08-12 22:30:00,9393.0,9264,9134.0
2022-08-12 23:00:00,9142.0,9016,8890.0
2022-08-12 23:30:00,8956.0,8833,8710.0
2022-08-13 00:00:00,8815.0,8679,8543.0
2022-08-13 00:30:00,8677.0,8536,8396.0
2022-08-13 01:00:00,8464.0,8327,8190.0
2022-08-13 01:30:00,8233.0,8100,7967.0
2022-08-13 02:00:00,7956.0,7827,7699.0
2022-08-13 02:30:00,7644.0,7521,7397.0
2022-08-13 03:00:00,7391.0,7271,7152.0
2022-08-13 03:30:00,7169.0,7053,6937.0
2022-08-13 04:00:00,7010.0,6896,6783.0
2022-08-13 04:30:00,6996.0,6883,6770.0
2022-08-13 05:00:00,7022.0,6908,6795.0
2022-08-13 05:30:00,7137.0,7022,6906.0
